"","X","Address","City","State","Zip_Code","Rent_Per_Month","Year","Days_on_Trulia","Type","Sqft","Phone_Number","Bedroom_min","Bedroom_max","Bathroom_min","Bathroom_max","Assault","Arrest","Theft","Vandalism","Burglary","Crime_Other","Elementary_School_Count","Elementary_School_Avg_Score","Middle_School_Count","Middle_School_Avg_Score","High_School_Count","High_School_Avg_Score","Latitude","Longitude","EPA_Region","Population","Input_area.sq..miles.","Particulate_Matter","Ozone","NATA._Diesel_PM","NATA._Air_Toxics_Cancer_Risk","NATA._Respiratory_Hazard_Index","Traffic_Proximity_and_Volume","Lead_Paint_Indicator","Superfund_Proximity","RMP_Proximity","Hazardous_Waste_Proximity","Wastewater_Discharge_Indicator","Demographic_Index.","Minority_Population.","Low_Income_Population.","Linguistically_Isolated_Population.","Population_with_Less_Than_High_School_Education.","Population_under_Age_5.","Population_over_Age_64.","URL","STATEFP10","COUNTYFP10","TRACTCE10","BLOCKCE10","GEOID10","NAME10","MTFCC10","UR10","UACE10","UATYPE","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","rent_max","rent_min"
"1705",1705,"6925 Kittyhawk Avenue #D201","Los Angeles","CA","90045","$3,025",NA,"20","Multi-Family","1,400","(424) 227-7312","2","2",2,"2",38,39,637,NA,NA,NA,1,5,1,5,1,5,33.974842,-118.372878,9,38927,3.14,"12.3","38.3",1.51,57,5.5,2900,0.35,0.064,1.5,0.54,"8.4",56,81,32,5,9,6,12,"https://www.trulia.com/c/ca/los-angeles/6925-kittyhawk-ave-d201-los-angeles-ca-90045--2176771290",6,37,276100,1002,60372761001002,"Block 1002","G5040","U",51445,"U","S",54781,0,33.97422,-118.374413,NA,3025
"1706",1706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1467-s-wooster-st-los-angeles-ca-90035--2115571756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707",1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1517-s-crest-dr-los-angeles-ca-90035--2115572025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708",1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/2348-echo-park-ave-los-angeles-ca-90026--1002009001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709",1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/401-s-barrington-ave-210-los-angeles-ca-90049--2347300560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710",1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/3220-e-6th-st-los-angeles-ca-90023--1057370530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711",1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1148-n-hoover-st-2-los-angeles-ca-90029--2172802171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712",1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/906-s-serrano-ave-501-los-angeles-ca-90006--2115461341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713",1713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/889-francisco-st-2001-los-angeles-ca-90017--2337575494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714",1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1111-s-grand-ave-907-los-angeles-ca-90015--2115493088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715",1715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/2236-hauser-blvd-los-angeles-ca-90016--2077217010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716",1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/10366-eastborne-ave-los-angeles-ca-90024--2345591227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717",1717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/520-w-7th-st-601-los-angeles-ca-90014--2345809348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718",1718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1152-beverwil-dr-los-angeles-ca-90035--2077334135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719",1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1215-n-june-st-5-los-angeles-ca-90038--2304570229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/3200-cheviot-vista-pl-los-angeles-ca-90034--1049347865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721",1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/4010-verona-st-los-angeles-ca-90023--1057884716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722",1722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/3245-w-avenue-32-32-los-angeles-ca-90065--2115684785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723",1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/5703-virginia-ave-5703-los-angeles-ca-90038--2077341519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724",1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/6071-delphi-st-los-angeles-ca-90042--1009681016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725",1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/10412-s-figueroa-st-14-los-angeles-ca-90003--2173064681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726",1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/3025-perlita-ave-3-los-angeles-ca-90039--2173947841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727",1727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1501-s-beverly-dr-los-angeles-ca-90035--1049346161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728",1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/4703-saint-charles-pl-2-los-angeles-ca-90019--2347250781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729",1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/969-hilgard-ave-103-los-angeles-ca-90024--2077262214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730",1730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1326-s-centinela-ave-401-los-angeles-ca-90025--2347252845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731",1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/6537-lexington-ave-los-angeles-ca-90038--1059078814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732",1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1317-s-westgate-ave-206-los-angeles-ca-90025--2177945273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733",1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/525-s-ardmore-ave-236-los-angeles-ca-90020--2115526495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734",1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1326-s-centinela-ave-201-los-angeles-ca-90025--2347252915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735",1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/4703-saint-charles-pl-3-los-angeles-ca-90019--2347293106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736",1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1318-n-orange-dr-los-angeles-ca-90028--2115554245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737",1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/1100-s-hope-st-1614-los-angeles-ca-90015--2115492571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738",1738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.21844,-83.05801,4,80,3.14,"9.02","37.9",0.259,33,1,0.79,0.24,0.024,0.078,0.025,"1.4E-06",25,0,50,0,26,10,15,"https://www.trulia.com/c/ca/los-angeles/629-n-harper-ave-los-angeles-ca-90048--1058982300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739",1739,"251 Robinson Street #109","Los Angeles","CA","90026","$1,749",NA,"1","Multi-Family","700","(323) 639-3006","1","1",1,"1",227,NA,817,NA,NA,NA,1,6,1,5,1,5,34.075463,-118.282246,9,94246,3.14,"12.4","39.1",2.09,66,3.4,4200,0.53,0.2,0.8,0.22,"0.018",71,87,55,29,29,6,9,"https://www.trulia.com/c/ca/los-angeles/251-robinson-st-109-los-angeles-ca-90026--2174208785",6,37,208610,1000,60372086101000,"Block 1000","G5040","U",51445,"U","S",18998,0,34.075116,-118.2830477,NA,1749
"1740",1740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.026629,-118.401385,9,49117,3.14,"12.1","39.5",2.33,64,4,4800,0.35,0.059,0.19,0.13,"76",42,54,29,6,7,6,10,"https://www.trulia.com/c/ca/los-angeles/3643-hughes-ave-201-los-angeles-ca-90034--2172276506",6,37,269906,1000,60372699061000,"Block 1000","G5040","U",51445,"U","S",22453,0,34.0264489,-118.4017306,NA,NA
"1741",1741,"8722 West Pico Boulevard","Los Angeles","CA","90035","$2,595",NA,"22","Multi-Family","700","(877) 736-8776","2","2",1,"1",4,NA,52,NA,30,NA,1,9,1,2,1,6,34.054445,-118.382176,9,46893,3.14,"12.2","39.7",1.5,62,3.5,2300,0.62,0.074,0.14,0.094,"44",32,36,28,9,8,6,14,"https://www.trulia.com/c/ca/los-angeles/8722-w-pico-blvd-los-angeles-ca-90035--2115573935",6,37,217002,1002,60372170021002,"Block 1002","G5040","U",51445,"U","S",27815,0,34.0531766,-118.3822613,NA,2595
"1742",1742,"3400 Venice Boulevard","Los Angeles","CA","90019","$1,800",NA,"23","Single-Family Home","550","(323) 393-5589","2","2",1,"1",201,NA,1163,NA,254,NA,1,4,1,5,1,4,34.04354,-118.321673,9,60533,3.14,"12.4","38.8",1.74,59,3.1,3100,0.67,0.1,0.19,0.12,"15",76,93,60,25,32,6,11,"https://www.trulia.com/c/ca/los-angeles/3400-venice-blvd-los-angeles-ca-90019--2077232909",6,37,218120,2003,60372181202003,"Block 2003","G5040","U",51445,"U","S",21261,0,34.0426841,-118.3218683,NA,1800
"1743",1743,"10408 Ilona Avenue #3","Los Angeles","CA","90064","$2,495",NA,"22","Multi-Family",NA,"(310) 869-7901","2","2",1,"1",NA,NA,12,NA,8,NA,1,8,2,3,1,6,34.047633,-118.418542,9,26536,3.14,"12","40.1",1.7,61,3.5,2300,0.45,0.06,0.24,0.091,"1.9",23,28,17,7,4,6,19,"https://www.trulia.com/c/ca/los-angeles/10408-ilona-ave-3-los-angeles-ca-90064--2347209364",6,37,267902,2008,60372679022008,"Block 2008","G5040","U",51445,"U","S",20179,0,34.0468893,-118.4189568,NA,2495
"1744",1744,"4410 South Centinela Avenue","Los Angeles","CA","90066","$2,395",NA,"22","Multi-Family",NA,"(310) 699-0643","2","2",1,"1",30,2,309,NA,NA,NA,1,6,1,3,1,6,33.994107,-118.424842,9,45731,3.14,"11.9","39.4",1.83,58,4.6,2900,0.41,0.05,0.19,0.16,"130",50,63,37,9,18,5,12,"https://www.trulia.com/c/ca/los-angeles/4410-s-centinela-ave-los-angeles-ca-90066--2115687898",6,37,275200,2007,60372752002007,"Block 2007","G5040","U",51445,"U","S",38894,0,33.9938219,-118.4236583,NA,2395
"1745",1745,"3305 Stocker Street","Los Angeles","CA","90008","$2,800",NA,"22","Multi-Family","1,000","(310) 754-5604","2","2",2,"2",54,NA,170,NA,52,NA,0,0,0,0,1,3,34.008445,-118.32993,9,32966,3.14,"12.5","38.3",1.24,53,3.5,890,0.76,0.075,0.67,0.14,"0.37",69,97,42,7,18,7,18,"https://www.trulia.com/c/ca/los-angeles/3305-stocker-st-los-angeles-ca-90008--2077196273",6,37,234300,4011,60372343004011,"Block 4011","G5040","U",51445,"U","S",714,0,34.0084332,-118.3300211,NA,2800
"1746",1746,"1216 South Corning Street #1","Los Angeles","CA","90035","$3,050",1990,"22","Multi-Family","1,100","(714) 628-6269","2","2",2,"2",4,NA,52,NA,30,NA,1,4,1,5,1,6,34.055155,-118.377347,9,43801,3.14,"12.2","39.7",1.5,62,3.5,2400,0.65,0.076,0.14,0.094,"52",34,39,29,9,9,6,15,"https://www.trulia.com/c/ca/los-angeles/1216-s-corning-st-1-los-angeles-ca-90035--2343642008",6,37,216401,1005,60372164011005,"Block 1005","G5040","U",51445,"U","S",44442,0,34.0552633,-118.3767502,NA,3050
"1747",1747,"1014 1/2 North Virgil Avenue","Los Angeles","CA","90029","$2,850",NA,"23","Multi-Family",NA,"(213) 986-8911","2","2",1,"1",24,NA,266,NA,49,NA,1,5,1,7,1,7,34.090133,-118.286849,9,69081,3.14,"12.3","39.6",2.25,62,3.2,4300,0.6,0.25,0.93,0.26,"0.19",61,70,52,23,25,5,12,"https://www.trulia.com/c/ca/los-angeles/1014-1-2-n-virgil-ave-los-angeles-ca-90029--2196532201",6,37,191410,1000,60371914101000,"Block 1000","G5040","U",51445,"U","S",27186,0,34.090287,-118.2856845,NA,2850
"1748",1748,"3220 East 6th Street","Los Angeles","CA","90023","$1,800",1910,"20","Single-Family Home","900","Phone not provided","2","2",1,"1",132,NA,645,NA,100,NA,1,4,1,4,2,4,34.038563,-118.228688,9,24616,3.14,"12.5","37.9",3.27,75,4.8,6500,0.48,0.13,8.1,1.5,"2.2",78,89,67,25,38,7,12,"https://www.trulia.com/c/ca/los-angeles/3220-e-6th-st-lower-level-los-angeles-ca-90023--1057370530",6,37,206031,2002,60372060312002,"Block 2002","G5040","U",51445,"U","S",10126,0,34.0401163,-118.2290891,NA,1800
"1749",1749,"1455 Belfast Drive","Los Angeles","CA","90069","$12,950",NA,"22","Single-Family Home","3,600","Phone not provided","3","3",4,"4",86,NA,598,NA,87,NA,1,8,1,3,2,6,34.097467,-118.381234,9,29052,3.14,"12","40.6",1.79,63,3.6,2600,0.45,0.092,0.28,0.086,"0",23,25,21,5,3,2,13,"https://www.trulia.com/c/ca/los-angeles/1455-belfast-dr-los-angeles-ca-90069--1045840211",6,37,194200,2020,60371942002020,"Block 2020","G5040","U",51445,"U","S",220996,0,34.0971533,-118.3795867,NA,12950
"1750",1750,"6825 Camrose Drive","Los Angeles","CA","90068","$5,950",NA,"22","Single-Family Home","3,100","(323) 333-7307","2","2",2,"2",86,NA,598,NA,87,NA,1,2,1,3,1,7,34.108543,-118.337925,9,34737,3.14,"12.1","40.6",2.06,62,3.3,3800,0.45,0.13,1.1,0.13,"0.03",36,35,37,13,8,2,11,"https://www.trulia.com/c/ca/los-angeles/6825-camrose-dr-los-angeles-ca-90068--2077481088",6,37,189702,1006,60371897021006,"Block 1006","G5040","U",51445,"U","S",23819,0,34.1091312,-118.3378302,NA,5950
"1751",1751,"7245 Franklin Avenue #16","Los Angeles","CA","90046","$1,650",NA,"22","Multi-Family",NA,"(323) 874-1285","1","1",1,"1",86,NA,598,NA,87,NA,1,8,1,3,1,7,34.10346,-118.347321,9,42665,3.14,"12.1","40.6",2.04,63,3.4,3000,0.44,0.12,0.82,0.12,"0.0085",35,33,37,14,7,2,12,"https://www.trulia.com/c/ca/los-angeles/7245-franklin-ave-16-los-angeles-ca-90046--2345322023",6,37,194101,1016,60371941011016,"Block 1016","G5040","U",51445,"U","S",35214,0,34.1040254,-118.3474913,NA,1650
"1752",1752,"1220 South Crescent Heights Boulevard","Los Angeles","CA","90035","$3,695",1933,"23","Multi-Family","1,530","Phone not provided","2","2",1,"1",201,NA,1163,NA,254,NA,1,4,1,5,1,6,34.0537,-118.371532,9,43906,3.14,"12.2","39.6",1.53,62,3.5,2500,0.67,0.079,0.15,0.094,"78",37,45,28,9,9,6,14,"https://www.trulia.com/c/ca/los-angeles/1220-s-crescent-heights-blvd-los-angeles-ca-90035--2120772865",6,37,216800,3005,60372168003005,"Block 3005","G5040","U",51445,"U","S",21266,0,34.0533629,-118.3711323,NA,3695
"1753",1753,"8710 Belford Avenue #203B","Los Angeles","CA","90045","$2,400",NA,"22","Multi-Family","893","(949) 369-5555","2","2",2,"2",30,1,317,NA,NA,NA,1,5,1,5,1,5,33.95817,-118.383991,9,15324,3.14,"12.1","38.4",1.65,61,8.2,3100,0.71,0.067,0.84,0.94,"2.9",41,59,24,4,9,5,12,"https://www.trulia.com/c/ca/los-angeles/8710-belford-ave-203b-los-angeles-ca-90045--2077396859",6,37,277200,1002,60372772001002,"Block 1002","G5040","U",51445,"U","S",64406,0,33.9578502,-118.3847826,NA,2400
