"Address","City","State","Zip_Code","Rent_Per_Month","Year","Days_on_Trulia","Type","Sqft","Phone_Number","Bedroom_min","Bedroom_max","Bathroom_min","Bathroom_max","Assault","Arrest","Theft","Vandalism","Burglary","Crime_Other","Elementary_School_Count","Elementary_School_Avg_Score","Middle_School_Count","Middle_School_Avg_Score","High_School_Count","High_School_Avg_Score","Driving","Transit","Walking","Cycling","Restaurant","Groceries","Nightlife","Cafe","Shopping","Entertainment","Beauty","Active_life","Latitude","Longitude","EPA_Region","Population","Input_area.sq..miles.","Particulate_Matter","Ozone","NATA._Diesel_PM","NATA._Air_Toxics_Cancer_Risk","NATA._Respiratory_Hazard_Index","Traffic_Proximity_and_Volume","Lead_Paint_Indicator","Superfund_Proximity","RMP_Proximity","Hazardous_Waste_Proximity","Wastewater_Discharge_Indicator","Demographic_Index.","Minority_Population.","Low_Income_Population.","Linguistically_Isolated_Population.","Population_with_Less_Than_High_School_Education.","Population_under_Age_5.","Population_over_Age_64.","URL","rent_max","rent_min","Sqft_max","Sqft_min","STATEFP10","COUNTYFP10","TRACTCE10","BLOCKCE10","GEOID10","NAME10","MTFCC10","UR10","UACE10","UATYPE","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10"
"8611-8619 West Olympic Boulevard #8611","Los Angeles","CA","90035","$2,500",NA,"56","Multi-Family",NA,"(818) 888-8052","2","2",1,1,5,NA,60,NA,34,NA,1,4,1,5,1,6,93,2,0,2,308,14,43,67,641,100,645,155,34.059379,-118.378944,9,47285,3.14,12.2,39.8,1.48,63,3.6,2800,0.6,0.077,0.14,0.089,32,28,31,25,9,6,6,15,"https://www.trulia.com/c/ca/los-angeles/8611-8619-w-olympic-blvd-8611-los-angeles-ca-90035--2349218459",NA,2500,NA,NA,6,37,216401,1002,60372164011002,"Block 1002","G5040","U",51445,"U","S",23979,0,34.05826,-118.3788047
"5448 Pomona Boulevard","Los Angeles","CA","90022","$1,395",NA,"56","Multi-Family",NA,"Phone not provided","2","2",1,1,35,2,174,NA,NA,NA,1,8,1,4,1,6,83,11,0,4,148,8,12,19,141,9,107,28,34.033287,-118.148141,9,38939,3.14,12.5,37.8,1.86,57,3,3700,0.75,0.31,2.9,0.21,0,74,97,50,20,38,6,13,"https://www.trulia.com/c/ca/los-angeles/5448-pomona-blvd-los-angeles-ca-90022--2077242357",NA,1395,NA,NA,6,37,530302,4001,60375303024001,"Block 4001","G5040","U",51445,"U","S",10695,0,34.0331419,-118.1485071
"3722 Wall Street","Los Angeles","CA","90011","$2,300",2004,"57","Multi-Family","1,153","Phone not provided","3","3",2,2,133,NA,567,NA,NA,NA,0,0,0,0,0,0,66,25,0,4,227,39,28,24,199,34,48,18,34.014092,-118.270365,9,64957,3.14,12.7,37.7,2.03,59,3.5,4200,0.66,0.11,3.7,0.86,0.035,87,96,77,27,60,9,5,"https://www.trulia.com/c/ca/los-angeles/3722-wall-st-los-angeles-ca-90011--2077205567",NA,2300,NA,1153,6,37,228410,3001,60372284103001,"Block 3001","G5040","U",51445,"U","S",20992,0,34.013654,-118.2701465
"6530 De Longpre Avenue #114","Los Angeles","CA","90028","$1,995",NA,"53","Multi-Family","750","(424) 535-6365","1","1",1,1,184,1,997,NA,NA,NA,1,2,1,3,1,7,66,16,0,8,431,30,258,86,591,288,312,156,34.096094,-118.331762,9,54644,3.14,12.2,40.3,2.1,64,3.4,3500,0.43,0.14,0.87,0.14,0.0012,47,48,46,18,14,3,10,"https://www.trulia.com/c/ca/los-angeles/6530-de-longpre-ave-114-los-angeles-ca-90028--2349311698",NA,1995,NA,750,6,37,190802,2006,60371908022006,"Block 2006","G5040","U",51445,"U","S",20494,0,34.0956952,-118.3320948
"706 South Mariposa Avenue","Los Angeles","CA","90005","$2,099",1926,"50","Multi-Family","1,492","(310) 710-9361","2","2",1,1,166,NA,1133,NA,189,NA,0,0,0,0,1,5,67,26,0,5,762,66,138,148,707,75,512,106,34.059393,-118.298691,9,128315,3.14,12.4,38.9,1.81,69,3.5,1500,0.48,0.14,0.3,0.15,0,78,94,61,42,31,6,9,"https://www.trulia.com/c/ca/los-angeles/706-s-mariposa-ave-los-angeles-ca-90005--2115454440",NA,2099,NA,1492,6,37,212304,1000,60372123041000,"Block 1000","G5040","U",51445,"U","S",137329,0,34.0597427,-118.2970561
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.031055,-118.274121,9,49011,3.14,12.6,38.1,2.56,65,4,7800,0.52,0.11,2.2,0.38,0.012,80,84,75,28,43,5,7,"https://www.trulia.com/c/ca/los-angeles/2246-s-figueroa-st-9-los-angeles-ca-90007--2349311963",NA,NA,NA,NA,6,37,224020,1026,60372240201026,"Block 1026","G5040","U",51445,"U","S",14311,0,34.030872,-118.2734167
"3846 South Grand Avenue #20","Los Angeles","CA","90037","$1,095",NA,"49","Multi-Family","420","Phone not provided",NA,NA,1,1,131,NA,450,NA,NA,NA,0,0,0,0,1,3,69,21,0,3,208,30,27,28,163,34,42,22,34.013916,-118.280104,9,60254,3.14,12.6,37.8,2.06,58,3.5,5200,0.64,0.098,1.8,0.41,0,84,91,76,28,55,7,5,"https://www.trulia.com/c/ca/los-angeles/3846-s-grand-ave-20-los-angeles-ca-90037--2346410020",NA,1095,NA,420,6,37,231100,1011,60372311001011,"Block 1011","G5040","U",51445,"U","S",24134,0,34.0141295,-118.279214
"553 West 23rd Street #553","Los Angeles","CA","90007","$2,075",NA,"53","Multi-Family","953","(310) 213-5679",NA,NA,1,1,14,NA,82,NA,14,NA,1,4,1,3,1,5,55,18,4,7,82,12,25,11,137,33,59,62,34.030627,-118.273865,9,48703,3.14,12.6,38.1,2.54,65,3.9,7700,0.52,0.11,2.3,0.4,0.013,80,84,75,27,43,6,7,"https://www.trulia.com/c/ca/los-angeles/553-w-23rd-st-553-los-angeles-ca-90007--2349434414",NA,2075,NA,953,6,37,224020,1026,60372240201026,"Block 1026","G5040","U",51445,"U","S",14311,0,34.030872,-118.2734167
"1684 Murchison Street #15","Los Angeles","CA","90033","$1,650",NA,"56","Multi-Family","1,000","(562) 430-3588","2","2",1,1,33,5,205,NA,NA,NA,0,0,1,4,2,5,73,17,0,7,69,21,4,16,47,8,20,16,34.062117,-118.194104,9,34940,3.14,12.3,38.4,2.4,61,3.2,3500,0.67,0.14,3.8,0.52,0.38,79,98,61,23,48,7,11,"https://www.trulia.com/c/ca/los-angeles/1684-murchison-st-15-los-angeles-ca-90033--2349222583",NA,1650,NA,1000,6,37,203100,1008,60372031001008,"Block 1008","G5040","U",51445,"U","S",18699,0,34.061427,-118.1938745
"722 Hartford Avenue #107","Los Angeles","CA","90017","$1,375",NA,"53","Multi-Family","500","(617) 284-2160",NA,NA,1,1,224,NA,889,NA,NA,NA,0,0,0,0,1,5,43,54,0,5,819,60,230,165,2179,222,311,148,34.0515,-118.267726,9,92174,3.14,12.5,38.5,2.34,75,4.1,3900,0.49,0.15,1.5,0.24,0.095,81,90,71,39,44,6,10,"https://www.trulia.com/c/ca/los-angeles/722-hartford-ave-107-los-angeles-ca-90017--2349310417",NA,1375,NA,500,6,37,209300,1008,60372093001008,"Block 1008","G5040","U",51445,"U","S",8785,0,34.0515718,-118.2679735
"5450 Pomona Boulevard","Los Angeles","CA","90022","$1,295",NA,"56","Multi-Family",NA,"Phone not provided","2","2",1,1,35,2,174,NA,NA,NA,1,8,1,4,1,6,83,11,0,4,147,8,12,19,141,9,109,28,34.033287,-118.148108,9,38408,3.14,12.5,37.8,1.86,57,3,3600,0.75,0.31,2.9,0.21,0,73,97,49,20,38,6,13,"https://www.trulia.com/c/ca/los-angeles/5450-pomona-blvd-los-angeles-ca-90022--2077242369",NA,1295,NA,NA,6,37,530302,4001,60375303024001,"Block 4001","G5040","U",51445,"U","S",10695,0,34.0331419,-118.1485071
"1219 South Bedford Street","Los Angeles","CA","90035","$1,895",NA,"49","Multi-Family",NA,"(310) 962-5437","1","1",1,1,5,NA,60,NA,34,NA,1,9,1,2,1,6,93,2,0,2,240,17,27,54,476,87,555,138,34.055137,-118.380564,9,46158,3.14,12.2,39.7,1.49,62,3.5,2400,0.63,0.075,0.14,0.093,44,32,36,28,9,8,6,15,"https://www.trulia.com/c/ca/los-angeles/1219-s-bedford-st-los-angeles-ca-90035--1049345762",NA,1895,NA,NA,6,37,216401,2006,60372164012006,"Block 2006","G5040","U",51445,"U","S",30550,0,34.0556945,-118.3809966
"12706 Venice Boulevard","Los Angeles","CA","90066","$1,650",NA,"54","Multi-Family",NA,"(310) 391-5716","1","1",1,1,9,NA,161,NA,59,NA,1,5,1,3,1,6,89,7,0,1,131,12,22,25,202,32,205,127,34.001287,-118.438147,9,40105,3.14,11.8,39.6,1.74,57,4.2,1700,0.49,0.049,0.19,0.14,24,39,49,30,7,12,6,13,"https://www.trulia.com/c/ca/los-angeles/12706-venice-blvd-los-angeles-ca-90066--1004491579",NA,1650,NA,NA,6,37,272100,3015,60372721003015,"Block 3015","G5040","U",51445,"U","S",5069,0,34.0010397,-118.4388032
"5712 1/2 San Vicente Boulevard","Los Angeles","CA","90019","$1,575",NA,"50","Multi-Family","350","(777) 789-9122",NA,NA,1,1,216,NA,1216,NA,290,NA,1,2,1,5,1,6,83,15,0,0,183,14,35,64,356,113,214,86,34.054585,-118.356834,9,47466,3.14,12.3,39.5,1.55,64,3.6,2700,0.71,0.089,0.16,0.096,120,45,60,30,8,9,6,11,"https://www.trulia.com/c/ca/los-angeles/5712-1-2-san-vicente-blvd-los-angeles-ca-90019--2196396000",NA,1575,NA,350,6,37,217100,5005,60372171005005,"Block 5005","G5040","U",51445,"U","S",30048,0,34.0532087,-118.3573193
"1293 South Beverly Glen Boulevard #108","Los Angeles","CA","90024","$1,995",NA,"49","Multi-Family","475","(818) 314-2813",NA,NA,1,1,3,NA,174,NA,42,NA,1,9,1,5,1,6,82,3,0,12,239,10,42,57,333,59,237,52,34.06425,-118.427412,9,28301,3.14,11.9,40.4,1.57,61,3.4,1400,0.39,0.062,0.26,0.08,0,25,28,21,9,4,3,22,"https://www.trulia.com/c/ca/los-angeles/1293-s-beverly-glen-blvd-108-los-angeles-ca-90024--2346615538",NA,1995,NA,475,6,37,265700,1002,60372657001002,"Block 1002","G5040","U",51445,"U","S",22495,0,34.0647952,-118.4282393
"3268 Butler Avenue","Los Angeles","CA","90066","$4,975",NA,"57","Single-Family Home","1,800","(959) 648-1838","4","4",3,3,9,NA,161,NA,59,NA,1,8,1,2,1,6,89,7,0,1,75,8,13,17,86,22,71,47,34.020487,-118.430616,9,37315,3.14,11.9,39.7,2.2,59,3.8,9500,0.45,0.053,0.24,0.12,17,40,51,28,9,8,7,13,"https://www.trulia.com/c/ca/los-angeles/3268-butler-ave-los-angeles-ca-90066--2077464471",NA,4975,NA,1800,6,37,271600,3007,60372716003007,"Block 3007","G5040","U",51445,"U","S",32634,0,34.0206215,-118.4312915
"6560 Arlington Avenue","Los Angeles","CA","90043","$2,595",NA,"64","Single-Family Home","1,593","(855) 721-7368","3","3",2,2,85,NA,176,NA,NA,NA,0,0,0,0,1,3,92,6,0,0,71,7,5,8,98,2,61,11,33.979674,-118.318678,9,40389,3.14,12.5,37.8,1.28,54,4,1300,0.72,0.075,1.4,0.18,0,76,99,53,7,28,7,13,"https://www.trulia.com/c/ca/los-angeles/6560-arlington-ave-los-angeles-ca-90043--1002064249",NA,2595,NA,1593,6,37,234800,4006,60372348004006,"Block 4006","G5040","U",51445,"U","S",18184,0,33.9791029,-118.3182096
"4901 Beverly Boulevard #19","Los Angeles","CA","90004","$1,545",NA,"67","Multi-Family",NA,"(323) 962-8660",NA,NA,1,1,22,NA,264,NA,118,NA,1,6,1,3,1,6,77,19,0,1,346,33,67,71,436,66,274,75,34.076249,-118.315912,9,65770,3.14,12.3,39.5,1.66,62,3.1,2200,0.51,0.15,0.39,0.16,0.0054,66,81,50,30,23,6,10,"https://www.trulia.com/c/ca/los-angeles/4901-beverly-blvd-19-los-angeles-ca-90004--2287516942",NA,1545,NA,NA,6,37,192410,1003,60371924101003,"Block 1003","G5040","U",51445,"U","S",30876,0,34.0773514,-118.3163692
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.116402,-118.252351,9,26986,3.14,12,40.3,1.93,56,2.8,3300,0.65,1.3,1.5,0.89,3.6,58,75,41,18,23,5,12,"https://www.trulia.com/c/ca/los-angeles/3278-3284-casitas-ave-3280-los-angeles-ca-90039--2171540418",NA,NA,NA,NA,6,37,187102,2001,60371871022001,"Block 2001","G5040","U",51445,"U","S",27359,0,34.1154107,-118.2518569
"2216 West Court Street","Los Angeles","CA","90026","$2,025",NA,"64","Multi-Family",NA,"(818) 390-2495","2","2",1,1,224,NA,889,NA,NA,NA,0,0,1,5,1,5,79,18,0,2,261,41,60,55,314,68,181,59,34.069946,-118.270254,9,96426,3.14,12.4,38.8,2.21,68,3.6,3700,0.55,0.19,1.3,0.22,0.069,77,91,62,33,37,6,9,"https://www.trulia.com/c/ca/los-angeles/2216-w-court-st-los-angeles-ca-90026--1049348673",NA,2025,NA,NA,6,37,208501,1002,60372085011002,"Block 1002","G5040","U",51445,"U","S",30122,0,34.0686215,-118.2709384
"10555 Ashton Avenue #201","Los Angeles","CA","90024","$4,700",1990,"67","Multi-Family","1,828","Phone not provided","3","3",2,2,3,NA,175,NA,42,NA,1,9,1,5,1,6,82,3,0,12,276,11,40,56,340,66,220,79,34.06198,-118.431733,9,34771,3.14,11.9,40.4,1.62,62,3.5,1400,0.34,0.061,0.29,0.081,0,29,32,25,9,4,3,19,"https://www.trulia.com/c/ca/los-angeles/10555-ashton-ave-201-los-angeles-ca-90024--2077253987",NA,4700,NA,1828,6,37,265602,1002,60372656021002,"Block 1002","G5040","U",51445,"U","S",24150,0,34.0615782,-118.4326114
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.047666,-118.249341,9,41908,3.14,12.5,38.2,2.85,90,5.3,4900,0.49,0.14,3.9,0.67,0.96,62,71,54,18,19,3,13,"https://www.trulia.com/c/ca/los-angeles/460-s-spring-st-los-angeles-ca-90013--1001687922",NA,NA,NA,NA,6,37,207302,2005,60372073022005,"Block 2005","G5040","U",51445,"U","S",12824,0,34.0479301,-118.248685
"6076 Cashio Street","Los Angeles","CA","90035","$2,800",NA,"69","Multi-Family",NA,"(310) 420-9904","2","2",2,2,216,NA,1216,NA,290,NA,1,4,1,2,1,6,93,2,0,2,198,16,17,57,388,76,405,119,34.050219,-118.373777,9,44532,3.14,12.2,39.6,1.57,61,3.5,2600,0.65,0.077,0.15,0.097,100,41,50,32,9,12,6,14,"https://www.trulia.com/c/ca/los-angeles/6076-cashio-st-los-angeles-ca-90035--2077335534",NA,2800,NA,NA,6,37,216700,2008,60372167002008,"Block 2008","G5040","U",51445,"U","S",13795,0,34.0498375,-118.3737483
"1054 South Bedford Street #107","Los Angeles","CA","90035","$2,695",NA,"69","Multi-Family","1,200","(310) 948-6433","2","2",2,2,5,NA,60,NA,34,NA,1,4,1,5,1,6,93,2,0,2,285,17,38,63,533,96,619,151,34.057664,-118.38039,9,45660,3.14,12.2,39.8,1.47,63,3.5,2700,0.62,0.076,0.14,0.09,34,28,31,25,9,6,6,15,"https://www.trulia.com/c/ca/los-angeles/1054-s-bedford-st-107-los-angeles-ca-90035--2177367785",NA,2695,NA,1200,6,37,216401,2001,60372164012001,"Block 2001","G5040","U",51445,"U","S",24069,0,34.0582494,-118.3808944
"11911 Mayfield Avenue #202","Los Angeles","CA","90049","$4,995",2006,"67","Multi-Family","1,709","Phone not provided","3","3",3,3,36,2,572,NA,NA,NA,1,2,1,8,1,6,94,2,0,3,182,14,28,42,240,42,228,185,34.049056,-118.466852,9,46697,3.14,11.6,40.5,1.63,61,3.3,1900,0.23,0.052,1.4,0.078,0,31,37,26,7,6,5,13,"https://www.trulia.com/c/ca/los-angeles/11911-mayfield-ave-202-los-angeles-ca-90049--2077415540",NA,4995,NA,1709,6,37,264302,1004,60372643021004,"Block 1004","G5040","U",51445,"U","S",38971,0,34.0485404,-118.4683092
"11946 Kiowa Avenue #4","Los Angeles","CA","90049","$1,750",NA,"60","Multi-Family","500","Phone not provided",NA,NA,1,1,36,2,572,NA,NA,NA,1,2,1,8,1,6,94,2,0,3,181,14,27,40,246,44,222,184,34.047553,-118.466874,9,48988,3.14,11.6,40.5,1.65,61,3.3,2000,0.23,0.052,1.4,0.079,0,32,38,26,7,6,5,13,"https://www.trulia.com/c/ca/los-angeles/11946-kiowa-ave-4-los-angeles-ca-90049--2172797544",NA,1750,NA,500,6,37,264302,2001,60372643022001,"Block 2001","G5040","U",51445,"U","S",35263,0,34.0471659,-118.4664408
"1419 North Poinsettia Place","Los Angeles","CA","90046","$3,800",2009,"67","Multi-Family","1,300","(310) 918-0018","2","2",2,2,184,1,997,NA,NA,NA,1,8,1,3,1,7,88,6,0,4,350,28,191,82,817,224,496,225,34.096427,-118.348364,9,52943,3.14,12.1,40.5,1.99,64,3.5,2700,0.47,0.11,0.69,0.11,0.0046,35,33,37,15,7,2,13,"https://www.trulia.com/c/ca/los-angeles/1419-n-poinsettia-pl-los-angeles-ca-90046--2115626303",NA,3800,NA,1300,6,37,189902,1000,60371899021000,"Block 1000","G5040","U",51445,"U","S",45211,0,34.0961798,-118.3489412
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.042179,-118.277179,9,75023,3.14,12.5,38.4,2.36,69,3.8,6400,0.54,0.13,1.1,0.21,0.012,83,92,72,40,45,6,10,"https://www.trulia.com/c/ca/los-angeles/1411-toberman-st-202-los-angeles-ca-90015--2352320205",NA,NA,NA,NA,6,37,224200,1001,60372242001001,"Block 1001","G5040","U",51445,"U","S",21284,0,34.0420009,-118.2779127
"10747 Wilshire Boulevard #502","Los Angeles","CA","90024","$3,600",1972,"61","Multi-Family","974","(818) 406-8214","2","2",2,2,3,NA,175,NA,42,NA,1,9,1,5,1,6,82,3,0,12,225,9,25,51,209,62,226,94,34.060444,-118.437689,9,46503,3.14,11.8,40.4,1.64,63,3.5,1700,0.31,0.06,0.32,0.079,0,36,37,35,9,4,2,15,"https://www.trulia.com/c/ca/los-angeles/10747-wilshire-blvd-502-los-angeles-ca-90024--2077255999",NA,3600,NA,974,6,37,265202,4006,60372652024006,"Block 4006","G5040","U",51445,"U","S",24706,0,34.0611193,-118.4370105
"516 South Rampart Boulevard","Los Angeles","CA","90057","$1,300",NA,"68","Multi-Family","800","(805) 804-9044",NA,NA,1,1,224,NA,889,NA,NA,NA,0,0,1,5,1,5,44,50,0,2,508,53,85,102,479,63,297,71,34.063236,-118.280776,9,129065,3.14,12.5,38.8,2.01,70,3.6,2500,0.5,0.17,0.87,0.18,0,81,95,67,44,42,6,9,"https://www.trulia.com/c/ca/los-angeles/516-s-rampart-blvd-los-angeles-ca-90057--1049357521",NA,1300,NA,800,6,37,208720,1002,60372087201002,"Block 1002","G5040","U",51445,"U","S",31526,0,34.0634605,-118.2800478
"1269 S Citrus Avenue #4","Los Angeles","CA","90019","$1,895",NA,"68","Multi-Family","720","(310) 571-3672","1","1",1,1,215,NA,1202,NA,289,NA,1,4,1,7,1,4,83,15,0,0,162,23,27,48,306,86,176,75,34.051109,-118.343374,9,45896,3.14,12.3,39.2,1.57,61,3.4,2900,0.73,0.093,0.16,0.1,100,58,76,39,11,18,7,10,"https://www.trulia.com/c/ca/los-angeles/1269-s-citrus-ave-4-los-angeles-ca-90019--2347463611",NA,1895,NA,720,6,37,217200,4004,60372172004004,"Block 4004","G5040","U",51445,"U","S",15145,0,34.0511788,-118.3437789
"2045 Beloit Avenue","Los Angeles","CA","90025","$3,300",NA,"65","Multi-Family","1,200","Phone not provided","2","2",2,2,36,2,572,NA,NA,NA,1,7,1,2,1,6,86,7,2,2,288,15,37,45,400,73,260,191,34.040446,-118.441755,9,40578,3.14,11.8,40.2,2.07,64,3.8,6400,0.29,0.054,0.55,0.088,0,40,49,30,8,8,4,12,"https://www.trulia.com/c/ca/los-angeles/2045-beloit-ave-los-angeles-ca-90025--1001750505",NA,3300,NA,1200,6,37,267700,2001,60372677002001,"Block 2001","G5040","U",51445,"U","S",27993,0,34.0412688,-118.4421881
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.060596,-118.436744,9,43069,3.14,11.8,40.4,1.64,63,3.5,1800,0.31,0.06,0.32,0.08,0,33,35,31,9,4,3,16,"https://www.trulia.com/c/ca/los-angeles/10724-wilshire-blvd-603-los-angeles-ca-90024--2077255732",NA,NA,NA,NA,6,37,265602,2001,60372656022001,"Block 2001","G5040","U",51445,"U","S",26174,0,34.0600862,-118.4366537
"745 North Edinburgh Avenue #3","Los Angeles","CA","90046","$1,695",NA,"59","Multi-Family",NA,"(310) 424-8300","1","1",1,1,19,NA,227,NA,48,NA,1,4,1,4,1,6,88,6,0,4,430,30,157,113,1326,169,794,285,34.085097,-118.363795,9,50040,3.14,12.1,40.3,1.71,64,3.6,2600,0.58,0.096,0.34,0.095,0.073,27,25,28,10,4,3,14,"https://www.trulia.com/c/ca/los-angeles/745-n-edinburgh-ave-3-los-angeles-ca-90046--2296897163",NA,1695,NA,NA,6,37,194401,1002,60371944011002,"Block 1002","G5040","U",51445,"U","S",18729,0,34.0846312,-118.3642846
"1636 South Beverly Glen Boulevard #202","Los Angeles","CA","90024","$4,195",2013,"67","Multi-Family",NA,"Phone not provided","2","2",2,2,3,NA,175,NA,42,NA,1,9,1,5,1,6,82,3,0,12,215,8,43,35,343,58,226,86,34.058665,-118.424889,9,34627,3.14,11.9,40.3,1.62,62,3.5,1700,0.38,0.061,0.26,0.083,0,24,28,20,9,4,4,22,"https://www.trulia.com/c/ca/los-angeles/1636-s-beverly-glen-blvd-202-los-angeles-ca-90024--2174582172",NA,4195,NA,NA,6,37,265700,2009,60372657002009,"Block 2009","G5040","U",51445,"U","S",28596,0,34.0591412,-118.425535
"12412 Pacific Avenue #1","Los Angeles","CA","90066","$2,550",2011,"64",NA,NA,"(310) 505-4039","1","1",1,1,9,NA,161,NA,59,NA,1,5,1,3,1,6,89,7,0,1,101,10,15,16,141,27,146,93,34.002521,-118.433168,9,44578,3.14,11.8,39.5,1.82,58,4.3,2700,0.48,0.049,0.19,0.14,31,43,54,32,8,14,6,12,"https://www.trulia.com/c/ca/los-angeles/12412-pacific-ave-1-los-angeles-ca-90066--2352526095",NA,2550,NA,NA,6,37,272201,1003,60372722011003,"Block 1003","G5040","U",51445,"U","S",13637,0,34.0020063,-118.4334026
"8316 Blackburn Avenue #8320","Los Angeles","CA","90048","$2,195",NA,"63","Multi-Family","900","(310) 404-3250","2","2",1,1,8,NA,187,NA,32,NA,1,8,1,7,1,6,89,4,0,5,377,12,89,103,1200,146,781,216,34.071765,-118.370825,9,39622,3.14,12.2,40,1.48,65,3.7,2600,0.58,0.086,0.16,0.088,13,25,28,22,8,4,5,14,"https://www.trulia.com/c/ca/los-angeles/8316-blackburn-ave-8320-los-angeles-ca-90048--2349024716",NA,2195,NA,900,6,37,214800,2003,60372148002003,"Block 2003","G5040","U",51445,"U","S",27208,0,34.0714973,-118.3717938
"607 South Dunsmuir Avenue","Los Angeles","CA","90036","$1,499",1929,"63","Multi-Family","474","(310) 710-9361",NA,NA,1,1,7,NA,93,NA,21,NA,1,8,1,7,1,6,88,3,0,3,213,16,40,81,502,113,229,112,34.064559,-118.348326,9,42402,3.14,12.3,39.6,1.52,64,3.6,2200,0.68,0.097,0.17,0.099,39,34,44,25,9,4,6,11,"https://www.trulia.com/c/ca/los-angeles/607-s-dunsmuir-ave-los-angeles-ca-90036--1001601405",NA,1499,NA,474,6,37,215101,2001,60372151012001,"Block 2001","G5040","U",51445,"U","S",27292,0,34.0636323,-118.3488007
"1936 Rosalia Road","Los Angeles","CA","90027","$3,100",NA,"84",NA,"1,250","(818) 749-8480","3","3",1,1,7,NA,162,NA,60,NA,1,8,1,7,1,7,85,9,1,5,183,18,63,38,270,68,136,74,34.106418,-118.286319,9,43256,3.14,12.2,40,1.59,58,2.8,1900,0.6,0.33,1.6,0.32,0.87,39,44,34,15,12,4,15,"https://www.trulia.com/c/ca/los-angeles/1936-rosalia-rd-los-angeles-ca-90027--2077286240",NA,3100,NA,1250,6,37,189101,1002,60371891011002,"Block 1002","G5040","U",51445,"U","S",16349,0,34.106143,-118.2868635
"2202 Michigan Avenue #22","Los Angeles","CA","90033","$1,995",NA,"91","Multi-Family","800","(323) 253-4186","2","2",1,1,110,NA,632,NA,94,NA,1,4,1,6,2,4,73,17,0,7,171,35,16,20,134,15,57,22,34.04596,-118.211042,9,55017,3.14,12.5,38,2.85,66,4,4400,0.63,0.14,6.9,1.4,1.3,83,98,69,30,54,8,10,"https://www.trulia.com/c/ca/los-angeles/2202-michigan-ave-22-los-angeles-ca-90033--2346392448",NA,1995,NA,800,6,37,204420,1004,60372044201004,"Block 1004","G5040","U",51445,"U","S",23137,0,34.0451913,-118.2111588
"5907 Monterey Road #304","Los Angeles","CA","90042","$2,700",NA,"77","Multi-Family","940","(626) 407-6270","2","2",2,2,16,NA,166,NA,14,NA,1,3,2,6,1,7,89,9,0,1,79,13,13,16,110,12,64,30,34.104672,-118.184963,9,37085,3.14,11.9,39.9,1.63,54,2.6,1700,0.48,0.19,0.69,0.17,0.0029,66,86,47,17,30,7,11,"https://www.trulia.com/c/ca/los-angeles/5907-monterey-rd-304-los-angeles-ca-90042--2351135022",NA,2700,NA,940,6,37,183702,2003,60371837022003,"Block 2003","G5040","U",51445,"U","S",51135,0,34.1057015,-118.1857341
"8017 Selma Avenue #301","Los Angeles","CA","90046","$6,550",NA,"88","Multi-Family",NA,"(323) 430-1205","3","3",4,4,73,NA,558,NA,95,NA,1,8,1,3,2,6,88,6,0,4,160,18,91,37,308,81,362,141,34.099872,-118.365064,9,38237,3.14,12.1,40.6,1.86,63,3.6,2800,0.51,0.1,0.49,0.098,0.0033,27,25,29,10,4,2,14,"https://www.trulia.com/c/ca/los-angeles/8017-selma-ave-301-los-angeles-ca-90046--2172490941",NA,6550,NA,NA,6,37,189800,3001,60371898003001,"Block 3001","G5040","U",51445,"U","S",19247,0,34.1006952,-118.3648943
"1341 West 97th Street","Los Angeles","CA","90044","$1,900",NA,"70","Multi-Family","950","(213) 447-8705","2","2",1,1,49,NA,81,NA,NA,NA,0,0,0,0,1,2,84,14,0,0,40,13,7,3,53,2,40,12,33.947767,-118.299564,9,49601,3.14,12.5,37.3,1.77,54,4.4,1800,0.69,0.096,0.39,0.15,0.045,79,99,60,12,30,9,10,"https://www.trulia.com/c/ca/los-angeles/1341-w-97th-st-los-angeles-ca-90044--2115610244",NA,1900,NA,950,6,37,600201,2006,60376002012006,"Block 2006","G5040","U",51445,"U","S",20945,0,33.947985,-118.2980845
