Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Latitude,Longitude,EPA_Region,Population,Input_area(sq. miles),Particulate_Matter,Ozone,NATA*_Diesel_PM,NATA*_Air_Toxics_Cancer_Risk,NATA*_Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index%,Minority_Population%,Low_Income_Population%,Linguistically_Isolated_Population%,Population_with_Less_Than_High_School_Education%,Population_under_Age_5%,Population_over_Age_64%,URL
57 E Chalmers St,Champaign,IL,"""61820""","$930 - $2,072",NA,96,Apartment,NA,(217) 615-5177,2,4,1,2,0,2,2,1,3,2,10,5,6,4,2,4,40.106510,-88.239460,5,28122,3.14,10.3,39.1,2.51,47,2.3,300,0.3,0.046,1.8,1.2,0.92,57,35,79,8,5,1,2,https://www.trulia.com/rental/3213972187-57-E-Chalmers-St-Champaign-IL-61820
3803 Boulder Ridge Dr,Champaign,IL,61822,"$2,200",2017,46,Single-Family Home,"1,860",(217) 239-7139,3,3,2,2,4,2,0,1,2,0,10,4,6,4,2,5,40.131410,-88.309323,5,5395,3.14,10.3,39.3,0.723,30,1.1,430,0.011,0.044,1.4,0.14,0.011,25,30,19,3,2,12,5,https://www.trulia.com/rental/4037407838-3803-Boulder-Ridge-Dr-Champaign-IL-61822
103 E Chalmers St,Champaign,IL,"""61820""","$639 - $2,212",NA,92,Apartment,NA,(217) 686-4503,1,4,1,2,0,2,2,1,3,2,10,5,6,4,2,4,40.106522,-88.238183,5,30122,3.14,10.3,39,2.43,47,2.2,290,0.29,0.046,1.8,1.2,0.89,58,36,80,9,5,1,2,https://www.trulia.com/rental/3213970627-103-E-Chalmers-St-Champaign-IL-61820
507 S 4th St,Champaign,IL,"""61820""","$440 - $1,220",NA,94,Apartment,NA,(828) 408-0771,2,4,1,2,0,2,2,1,3,2,10,5,6,4,2,4,40.111839,-88.233589,5,34670,3.14,10.3,39,2.34,46,2.2,280,0.28,0.047,2,1.6,0.98,61,41,81,10,7,1,2,https://www.trulia.com/rental/3213976034-507-S-4th-St-Champaign-IL-61820
1405 W Kirby Ave #4,Champaign,IL,61821,$625,NA,28,Multi-Family Home,800,(217) 778-4062,2,2,1,1,3,0,5,1,0,0,10,4,6,4,2,4,40.098186,-88.269692,5,13390,3.14,10.3,39.2,0.978,35,1.4,74,0.38,0.042,1.1,0.24,0.038,21,23,20,2,3,7,16,https://www.trulia.com/rental/4041318686-1405-W-Kirby-Ave-4-Champaign-IL-61821
57 E John St,Champaign,IL,"""61820""",$589 - $920,NA,85,Apartment,NA,(256) 617-5935,Studio,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.108970,-88.239370,5,29821,3.14,10.3,39.1,2.48,47,2.3,310,0.32,0.046,1.9,1.2,0.9,57,36,77,8,6,1,3,https://www.trulia.com/rental/3213976004-57-E-John-St-Champaign-IL-61820
1010 S 1st St,Champaign,IL,"""61820""",$645 - $795,NA,88,Apartment,NA,(217) 615-5060,1,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.105953,-88.238636,5,29757,3.14,10.3,39,2.44,47,2.2,280,0.29,0.046,1.8,1.2,0.89,58,36,79,9,5,1,2,https://www.trulia.com/rental/3229298387-1010-S-1st-St-Champaign-IL-61820
703 W Park Ave,Champaign,IL,"""61820""",$575,NA,74,Apartment,NA,(217) 615-5278,S,S,1,1,3,0,5,1,0,0,10,4,6,4,2,4,40.117241,-88.254671,5,15238,3.14,10.3,39.1,1.89,41,1.9,480,0.65,0.046,2.5,0.58,0.36,40,31,48,4,5,4,8,https://www.trulia.com/rental/3246601360-703-W-Park-Ave-Champaign-IL-61820
307 W Columbia Ave,Champaign,IL,"""61820""",$660 - $771,NA,60,Apartment,NA,(217) 615-5134,3,3,1,1,1,2,1,2,2,2,10,4,6,4,2,4,40.121159,-88.247781,5,17224,3.14,10.3,39.1,2.35,44,2.2,540,0.49,0.048,2.4,0.8,0.65,54,44,63,7,7,4,6,https://www.trulia.com/rental/3213972115-307-W-Columbia-Ave-Champaign-IL-61820
116 N Walnut St #202A,Champaign,IL,61820,"$1,250",NA,46,Multi-Family Home,800,(217) 239-4300,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.116639,-88.242469,5,28635,3.14,10.3,39,2.68,47,2.3,370,0.38,0.047,2.1,0.97,0.84,58,39,74,7,7,2,4,https://www.trulia.com/rental/4016703368-116-N-Walnut-St-202A-Champaign-IL-61820
5 Villard Ct,Champaign,IL,61820,$725,NA,69,Single-Family Home,NA,(217) 712-7082,2,2,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.108449,-88.245684,5,29663,3.14,10.3,39.1,2.49,46,2.3,330,0.37,0.046,1.9,0.91,0.79,53,32,71,7,5,1,3,https://www.trulia.com/rental/3216712732-5-Villard-Ct-Champaign-IL-61820
605 S 1st St,Champaign,IL,61820,"$2,795",NA,145,Single-Family Home,NA,(641) 316-2599,5,5,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.087050,-88.238196,5,2510,3.14,10.4,39.1,0.734,34,1.3,120,0.17,0.041,0.76,0.3,0.075,25,24,25,4,2,6,17,https://www.trulia.com/rental/4003638437-605-S-1st-St-Champaign-IL-61820
506 S 4th St,Champaign,IL,"""61820""","$1,560 - $1,941",NA,130,Apartment,NA,(217) 615-5169,3,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.112109,-88.233514,5,34761,3.14,10.3,39,2.34,46,2.2,280,0.28,0.047,2,1.6,0.98,62,41,81,10,7,1,2,https://www.trulia.com/rental/3213970922-506-S-4th-St-Champaign-IL-61820
605 S 4th St,Champaign,IL,"""61820""","$595 - $2,084",NA,157,Apartment,NA,(812) 645-2682,Studio,4,1,3,0,2,2,1,3,2,10,5,6,4,2,4,40.099306,-88.233340,5,27630,3.14,10.3,39,2.16,45,2.1,180,0.24,0.046,1.6,1.2,0.86,58,35,83,9,4,1,1,https://www.trulia.com/rental/4005030711-605-S-4th-St-Champaign-IL-61820
57 E Chalmers St,Champaign,IL,"""61820""","$930 - $2,072",NA,96,Apartment,NA,(217) 615-5177,2,4,1,2,0,2,2,1,3,2,10,5,6,4,2,4,40.106510,-88.239460,5,28122,3.14,10.3,39.1,2.51,47,2.3,300,0.3,0.046,1.8,1.2,0.92,57,35,79,8,5,1,2,https://www.trulia.com/rental/3213972187-57-E-Chalmers-St-Champaign-IL-61820
903 S Locust St #909,Champaign,IL,"""61820""","$1,120 - $1,412",NA,117,Apartment,NA,(217) 253-8826,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.107537,-88.240328,5,27892,3.14,10.3,39.1,2.53,47,2.3,320,0.33,0.046,1.8,1,0.87,56,34,77,8,5,1,3,https://www.trulia.com/rental/3213971714-903-S-Locust-St-909-Champaign-IL-61820
608 E White St,Champaign,IL,"""61820""","$960 - $1,380",NA,105,Apartment,NA,(205) 720-0373,3,3,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.114447,-88.229460,5,36273,3.14,10.3,39,2.3,46,2.2,270,0.25,0.047,2,1.7,1,63,44,81,11,8,1,2,https://www.trulia.com/rental/3213971140-608-E-White-St-Champaign-IL-61820
204 E Clark St,Champaign,IL,"""61820""",$650 - $880,NA,180+,Apartment,NA,(217) 298-0523,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115396,-88.236504,5,33421,3.14,10.3,39,2.43,46,2.2,330,0.31,0.047,2.1,1.5,0.93,61,42,79,9,7,1,3,https://www.trulia.com/rental/3233320862-204-E-Clark-St-Champaign-IL-61820
107 E Healey St,Champaign,IL,"""61820""",$499 - $770,NA,150,Apartment,NA,(216) 600-1670,Studio,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.111419,-88.237750,5,31920,3.14,10.3,39,2.44,46,2.2,320,0.31,0.047,2,1.4,0.93,59,39,79,9,6,1,2,https://www.trulia.com/rental/3213971672-107-E-Healey-St-Champaign-IL-61820
508 E Clark St,Champaign,IL,"""61820""","$895 - $1,910",NA,180+,Apartment,NA,(989) 461-2119,1,4,1,2,0,2,2,1,3,2,10,4,6,4,2,4,40.115434,-88.231122,5,36392,3.14,10.3,39,2.31,45,2.2,290,0.26,0.047,2.1,1.6,0.98,63,44,81,11,8,1,2,https://www.trulia.com/rental/3210691221-508-E-Clark-St-Champaign-IL-61820
406 E Green St,Champaign,IL,61820,$805,NA,180+,Single-Family Home,NA,(567) 206-4002,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.110316,-88.232750,5,35688,3.14,10.3,39,2.26,46,2.2,270,0.27,0.047,1.9,1.6,0.97,61,41,82,11,7,1,2,https://www.trulia.com/rental/4002012644-406-E-Green-St-Champaign-IL-61820
408 E Green St,Champaign,IL,"""61820""","$845 - $1,860",NA,180+,Apartment,NA,(708) 315-6767,1,3,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.110350,-88.233352,5,35392,3.14,10.3,39,2.28,46,2.2,270,0.27,0.047,1.9,1.6,0.96,61,41,82,10,7,1,2,https://www.trulia.com/rental/3210687184-408-E-Green-St-Champaign-IL-61820
2003 Hemlock Dr,Champaign,IL,61821,"$1,250",NA,69,Single-Family Home,"1,000",(217) 712-7082,3,3,1,1,4,0,5,1,0,0,10,5,6,4,2,5,40.091954,-88.280163,5,12427,3.14,10.3,39.2,0.886,34,1.3,29,0.21,0.04,0.79,0.18,0.012,23,26,20,2,3,7,16,https://www.trulia.com/rental/3231529511-2003-Hemlock-Dr-Champaign-IL-61821
54 E Green St,Champaign,IL,61820,"$2,980",NA,145,Single-Family Home,NA,(470) 330-8734,5,5,3,3,0,2,2,1,3,2,10,4,6,4,2,4,40.110235,-88.239574,5,30670,3.14,10.3,39,2.47,47,2.3,320,0.34,0.046,1.9,1.2,0.89,57,37,77,8,6,1,3,https://www.trulia.com/rental/4003638469-54-E-Green-St-Champaign-IL-61820
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.141603,-88.270101,5,6982,3.14,10.3,39.1,1.47,36,1.9,410,0.27,0.05,3.8,0.34,0.071,61,65,58,10,14,8,10,https://www.trulia.com/rental/4040435952-1404-Dobbins-Dr-Champaign-IL-61821
911 S Locust St,Champaign,IL,"""61820""",$720 - $740,NA,180+,Apartment,NA,(708) 261-0204,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.106853,-88.240329,5,27462,3.14,10.3,39.1,2.54,47,2.3,320,0.32,0.046,1.8,1,0.88,56,34,77,8,5,1,3,https://www.trulia.com/rental/3210681757-911-S-Locust-St-Champaign-IL-61820
402 S 5th St,Champaign,IL,"""61820""","$1,380 - $1,760",NA,105,Apartment,NA,(734) 838-4431,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.113189,-88.232055,5,35691,3.14,10.3,39,2.32,46,2.2,280,0.27,0.047,2,1.6,1,62,43,81,10,8,1,2,https://www.trulia.com/rental/3213975790-402-S-5th-St-Champaign-IL-61820
713 S 6th St,Champaign,IL,"""61820""",$655 - $715,NA,180+,Apartment,NA,(765) 273-5364,Studio,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109363,-88.230446,5,36909,3.14,10.3,39,2.18,45,2.1,240,0.26,0.047,1.8,1.6,0.98,61,42,82,11,6,1,2,https://www.trulia.com/rental/3210687718-713-S-6th-St-Champaign-IL-61820
509 E Green St,Champaign,IL,"""61820""","$795 - $1,550",NA,118,Apartment,NA,(608) 960-8722,1,2,1,2,0,2,2,1,3,2,10,5,6,4,2,4,40.110281,-88.230852,5,37153,3.14,10.3,39,2.18,45,2.1,250,0.26,0.047,1.9,1.6,0.97,62,42,82,11,7,1,2,https://www.trulia.com/rental/3210690165-509-E-Green-St-Champaign-IL-61820
303 E Green St,Champaign,IL,"""61820""",$470 - $625,NA,143,Apartment,NA,(313) 992-7916,2,4,1,2,0,2,2,1,3,2,10,5,6,4,2,4,40.110239,-88.234902,5,34611,3.14,10.3,39,2.33,46,2.2,290,0.29,0.047,1.9,1.6,0.97,61,40,81,10,6,1,2,https://www.trulia.com/rental/3213956850-303-E-Green-St-Champaign-IL-61820
805 S 4th St,Champaign,IL,"""61820""","$585 - $1,395",NA,180+,Apartment,NA,(217) 615-5270,Studio,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.108482,-88.233549,5,36170,3.14,10.3,39,2.21,45,2.1,250,0.27,0.046,1.8,1.6,0.94,61,40,81,11,6,1,2,https://www.trulia.com/rental/3210689651-805-S-4th-St-Champaign-IL-61820
2015 Southwood Dr,Champaign,IL,61821,$850,1980,91,Single-Family Home,"1,200",(217) 352-5509,3,3,1,1,4,0,5,1,0,0,10,5,6,4,2,5,40.095628,-88.282528,5,13302,3.14,10.3,39.2,0.98,34,1.4,32,0.24,0.041,0.89,0.18,0.014,25,29,22,2,4,6,17,https://www.trulia.com/rental/3165197924-2015-Southwood-Dr-Champaign-IL-61821
3603 Marjorie Ln,Champaign,IL,61822,"$1,300",NA,63,Single-Family Home,NA,(217) 352-5509,4,4,3,3,1,0,9,0,0,0,10,5,6,4,2,4,40.068515,-88.292294,5,3342,3.14,10.3,39.2,0.559,29,1,140,0.053,0.037,0.2,0.14,0.0026,15,26,5,3,3,5,12,https://www.trulia.com/rental/4039845866-3603-Marjorie-Ln-Champaign-IL-61822
410 E Park St,Champaign,IL,61820,"$1,750",NA,112,Single-Family Home,"1,800",(217) 239-4300,5,5,5,5,0,2,2,1,3,2,10,4,6,4,2,4,40.117372,-88.232571,5,31809,3.14,10.3,39,2.54,47,2.3,340,0.27,0.047,2.2,1.7,1,64,46,81,10,8,1,3,https://www.trulia.com/rental/3247054933-410-E-Park-St-Champaign-IL-61820
56 1/2 E Green St,Champaign,IL,61820,$725,NA,145,Single-Family Home,NA,(470) 865-5535,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.110271,-88.240041,5,30367,3.14,10.3,39.1,2.48,47,2.3,310,0.34,0.046,1.9,1.1,0.88,57,36,77,8,6,1,3,https://www.trulia.com/rental/3140741605-56-1-2-E-Green-St-Champaign-IL-61820
403 E Green St,Champaign,IL,"""61820""",$855 - $895,NA,180+,Apartment,NA,(502) 912-8166,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.110256,-88.233070,5,35707,3.14,10.3,39,2.26,46,2.2,270,0.28,0.047,1.9,1.6,0.97,61,41,81,10,7,1,2,https://www.trulia.com/rental/3210688467-403-E-Green-St-Champaign-IL-61820
204 S 5th St #302,Champaign,IL,61820,"$1,550",2015,124,Multi-Family Home,740,(217) 356-8750,2,2,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.114980,-88.232055,5,36607,3.14,10.3,39,2.31,45,2.2,290,0.27,0.047,2.1,1.6,0.97,63,44,81,10,8,1,2,https://www.trulia.com/rental/4036916203-204-S-5th-St-302-Champaign-IL-61820
404 E Clark St,Champaign,IL,"""61820""","$840 - $1,059",NA,115,Apartment,NA,(217) 615-5076,2,3,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115414,-88.233044,5,34211,3.14,10.3,39,2.38,46,2.2,310,0.28,0.047,2.1,1.6,0.99,62,44,80,9,8,1,3,https://www.trulia.com/rental/3213959077-404-E-Clark-St-Champaign-IL-61820
