Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Latitude,Longitude,EPA_Region,Population,Input_area(sq. miles),Particulate_Matter,Ozone,NATA*_Diesel_PM,NATA*_Air_Toxics_Cancer_Risk,NATA*_Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index%,Minority_Population%,Low_Income_Population%,Linguistically_Isolated_Population%,Population_with_Less_Than_High_School_Education%,Population_under_Age_5%,Population_over_Age_64%,URL
105 S 4th St #101,Champaign,IL,61820,$700,NA,126,Multi-Family Home,600,(217) 356-8750,1,1,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.115727,-88.233557,5,33939,3.14,10.3,39,2.39,46,2.2,310,0.28,0.047,2.1,1.6,0.99,62,44,80,9,8,1,3,https://trulia.com/c/il//champaign/105-s-4th-st-101-champaign-il-61820--2171845254
609 W White St #1,Champaign,IL,61820,$600,NA,126,Multi-Family Home,538,(217) 356-8750,1,1,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.114351,-88.252731,5,19363,3.14,10.3,39.1,2.23,44,2.1,460,0.55,0.046,2.1,0.7,0.58,44,30,57,4,4,3,6,https://trulia.com/c/il//champaign/609-w-white-st-1-champaign-il-61820--2171838361
609 W Church St #30,Champaign,IL,61820,$750,NA,132,Multi-Family Home,NA,(217) 356-8750,2,2,1,1,3,1,1,1,0,1,10,4,6,4,2,4,40.118231,-88.252884,5,16656,3.14,10.3,39.1,2,41,2,500,0.61,0.047,2.4,0.62,0.43,43,35,52,4,6,4,8,https://trulia.com/c/il//champaign/609-w-church-st-30-champaign-il-61820--2171845132
106 E Armory Ave #201,Champaign,IL,61820,"$3,180",2016,142,Multi-Family Home,"1,243",(217) 328-9890,4,4,3,3,3,1,2,0,0,1,10,5,6,4,2,4,40.105403,-88.237935,5,30231,3.14,10.3,39,2.38,46,2.2,270,0.27,0.046,1.8,1.2,0.87,59,36,80,10,5,1,2,https://trulia.com/c/il//champaign/106-e-armory-ave-201-champaign-il-61820--2196779427
906 S Oak St #9,Champaign,IL,61820,"$1,200",NA,140,Multi-Family Home,NA,(217) 356-8750,4,4,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.107357,-88.241547,5,27536,3.14,10.3,39.1,2.55,47,2.3,330,0.33,0.046,1.9,0.97,0.85,56,33,76,8,5,1,3,https://trulia.com/c/il//champaign/906-s-oak-st-9-champaign-il-61820--2337717299
1903 Nancy Ct #8,Champaign,IL,61822,$850,NA,180+,Townhome,"1,150",(217) 418-2642,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.082099,-88.278489,5,9240,3.14,10.3,39.2,0.709,32,1.2,65,0.089,0.039,0.5,0.17,0.0045,17,20,14,2,2,5,17,https://trulia.com/c/il//champaign/1903-nancy-ct-8-champaign-il-61822--2322154229
5110 Trautlake Dr S,Champaign,IL,61822,"$2,200",NA,55,Single-Family Home,"2,061",(217) 531-2703,4,4,2,2,0,2,2,0,0,3,4,3,2,8,2,9,40.118830,-88.333036,5,209,3.14,10.3,39.3,0.713,30,1.1,410,0.051,0.042,1.1,0.13,0.0089,27,33,22,3,2,11,4,https://trulia.com/c/il//champaign/5110-trautlake-dr-s-champaign-il-61822--1077952457
409 W Columbia Ave #1,Champaign,IL,61820,$660,NA,169,Multi-Family Home,NA,(217) 469-6391,1,1,1,1,2,1,2,0,0,1,10,4,6,4,2,4,40.121178,-88.249671,5,15408,3.14,10.3,39.1,2.1,42,2,540,0.56,0.048,2.5,0.7,0.48,50,43,57,6,7,4,7,https://trulia.com/c/il//champaign/409-w-columbia-ave-1-champaign-il-61820--2296842599
202 E White St #13,Champaign,IL,61820,"$1,700",NA,141,Multi-Family Home,"1,150",(217) 356-8750,4,4,2,2,3,1,2,0,0,1,10,4,6,4,2,4,40.114462,-88.236594,5,32960,3.14,10.3,39,2.43,46,2.2,320,0.31,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/202-e-white-st-13-champaign-il-61820--2324650734
702 South Pr,Champaign,IL,61821,"$1,200",NA,164,Single-Family Home,"1,162",(217) 356-8750,3,3,2,2,3,1,1,1,0,1,10,5,6,4,2,5,40.108770,-88.248427,5,28679,3.14,10.4,39.1,2.37,45,2.2,330,0.42,0.046,1.9,0.86,0.75,50,30,67,6,4,2,4,https://trulia.com/c/il//champaign/702-south-pr-champaign-il-61821--2315836353
209 E University Ave #219,Champaign,IL,61820,"$2,900",NA,140,Multi-Family Home,"1,294",(217) 356-8750,4,4,2,2,1,0,1,1,0,1,10,4,6,4,2,4,40.116305,-88.235883,5,33909,3.14,10.3,39,2.41,46,2.2,330,0.3,0.047,2.1,1.5,0.93,62,43,79,9,8,1,3,https://trulia.com/c/il//champaign/209-e-university-ave-219-champaign-il-61820--2337717294
903 N Willis Ave,Champaign,IL,61821,$650,NA,180+,Single-Family Home,NA,(217) 607-1645,2,2,1,1,2,1,2,0,0,1,10,4,6,4,2,4,40.124881,-88.260466,5,13245,3.14,10.3,39.1,1.89,39,1.8,530,0.63,0.047,3.3,0.49,0.18,46,41,50,4,9,6,10,https://trulia.com/c/il//champaign/903-n-willis-ave-champaign-il-61821--2105196902
58 E Healey St #102,Champaign,IL,61820,$615,NA,126,Multi-Family Home,360,(217) 356-8750,1,1,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.111501,-88.239104,5,31433,3.14,10.3,39,2.46,46,2.3,330,0.33,0.046,2,1.2,0.88,58,38,77,8,6,1,3,https://trulia.com/c/il//champaign/58-e-healey-st-102-champaign-il-61820--2338175720
910 Kara Dr,Champaign,IL,61822,$750,NA,32,Single-Family Home,"1,040",(217) 356-8750,2,2,1,1,0,2,2,0,0,3,10,4,6,4,2,5,40.124910,-88.294669,5,8606,3.14,10.3,39.3,0.974,32,1.3,410,0.098,0.044,1.7,0.15,0.028,35,35,34,4,3,11,8,https://trulia.com/c/il//champaign/910-kara-dr-champaign-il-61822--2059029027
1508 Holly Hill Dr,Champaign,IL,61821,$850,NA,17,Single-Family Home,NA,(217) 390-1019,2,2,1,1,2,1,3,0,0,0,10,4,6,4,2,5,40.130988,-88.270552,5,8324,3.14,10.3,39.1,1.67,37,1.8,490,0.44,0.048,4,0.36,0.1,55,53,57,7,12,7,10,https://trulia.com/c/il//champaign/1508-holly-hill-dr-champaign-il-61821--2059016832
801 S State St,Champaign,IL,61820,"$1,200",NA,146,Single-Family Home,"1,179",(217) 356-8750,3,3,2,2,3,1,2,0,0,1,10,5,6,4,2,4,40.106636,-88.246776,5,28652,3.14,10.4,39.1,2.39,46,2.2,310,0.37,0.046,1.8,0.87,0.78,51,30,69,6,4,2,4,https://trulia.com/c/il//champaign/801-s-state-st-champaign-il-61820--1002250200
210 E White St #9,Champaign,IL,61820,$799,NA,140,Multi-Family Home,"1,020",(217) 356-8750,4,4,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.114462,-88.235883,5,33363,3.14,10.3,39,2.41,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/210-e-white-st-9-champaign-il-61820--2337717292
202 E Springfield Ave #3A,Champaign,IL,61820,$500,1970,120,Multi-Family Home,NA,(217) 469-6391,1,1,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.112665,-88.236683,5,33200,3.14,10.3,39,2.41,46,2.2,320,0.31,0.047,2,1.5,0.95,60,41,79,9,7,1,3,https://trulia.com/c/il//champaign/202-e-springfield-ave-3a-champaign-il-61820--2283794921
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.128775,-88.251971,5,10728,3.14,10.3,39.1,1.89,39,1.9,580,0.57,0.049,3,0.61,0.24,53,50,56,8,10,6,8,https://trulia.com/c/il//champaign/601-alabama-ave-champaign-il-61820--2059009854
211 E Clark St #33,Champaign,IL,61820,$900,NA,140,Multi-Family Home,950,(217) 356-8750,4,4,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.115351,-88.235883,5,33401,3.14,10.3,39,2.42,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,43,79,9,7,1,3,https://trulia.com/c/il//champaign/211-e-clark-st-33-champaign-il-61820--2337717293
711 W Church St #8,Champaign,IL,61820,$625,NA,70,Multi-Family Home,617,(217) 356-8750,2,2,1,1,3,1,1,1,0,1,10,4,6,4,2,4,40.118174,-88.254541,5,15068,3.14,10.3,39.1,1.9,41,1.9,490,0.65,0.046,2.5,0.58,0.35,40,32,48,4,5,5,8,https://trulia.com/c/il//champaign/711-w-church-st-8-champaign-il-61820--2344273125
810 S Oak St #32,Champaign,IL,61820,"$1,300",NA,140,Multi-Family Home,950,(217) 356-8750,4,4,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.108239,-88.241576,5,27894,3.14,10.3,39.1,2.54,47,2.3,330,0.34,0.046,1.9,0.96,0.84,55,34,76,8,5,1,3,https://trulia.com/c/il//champaign/810-s-oak-st-32-champaign-il-61820--2337717298
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://trulia.com/c/il//champaign/1314-hedge-rd-champaign-il-61821--1041937698
721 South Pr,Champaign,IL,61821,"$1,350",NA,146,Single-Family Home,"1,652",(217) 356-8750,3,3,1,1,3,1,1,1,0,1,10,5,6,4,2,5,40.107296,-88.248478,5,27792,3.14,10.4,39.1,2.3,45,2.1,320,0.41,0.046,1.8,0.83,0.74,49,29,65,5,4,2,4,https://trulia.com/c/il//champaign/721-south-pr-champaign-il-61821--2315747737
607 S Elm St,Champaign,IL,61820,"$1,200",NA,164,Single-Family Home,"1,500",(217) 356-8750,3,3,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.109364,-88.250049,5,27638,3.14,10.4,39.1,2.28,45,2.1,320,0.45,0.046,1.9,0.82,0.7,48,29,64,5,4,2,4,https://trulia.com/c/il//champaign/607-s-elm-st-champaign-il-61820--1002087834
202 E White St #11,Champaign,IL,61820,"$1,350",NA,139,Multi-Family Home,850,(217) 356-8750,3,3,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.114462,-88.236594,5,32960,3.14,10.3,39,2.43,46,2.2,320,0.31,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/202-e-white-st-11-champaign-il-61820--2244901016
1305 W Columbia Ave,Champaign,IL,61821,$850,NA,107,Single-Family Home,NA,(217) 356-8750,2,2,1,1,2,1,2,0,0,1,10,4,6,4,2,4,40.121344,-88.267851,5,12344,3.14,10.3,39.1,1.76,38,1.8,470,0.62,0.046,3.4,0.41,0.13,40,37,43,3,7,7,11,https://trulia.com/c/il//champaign/1305-w-columbia-ave-champaign-il-61821--1008080309
113 W Stanage Ave #1,Champaign,IL,61820,"$1,425",NA,140,Multi-Family Home,"1,601",(217) 840-0388,4,4,2,2,3,1,2,0,0,1,10,5,6,4,2,4,40.104932,-88.244842,5,26871,3.14,10.4,39.1,2.42,46,2.2,300,0.33,0.046,1.8,0.9,0.81,53,31,71,6,4,1,3,https://trulia.com/c/il//champaign/113-w-stanage-ave-1-champaign-il-61820--2286951555
302 W Stanage Ave,Champaign,IL,61820,"$1,200",NA,146,Single-Family Home,"1,220",(217) 356-8750,3,3,2,2,3,1,2,0,0,1,10,5,6,4,2,4,40.104974,-88.246994,5,26385,3.14,10.4,39.1,2.34,45,2.2,290,0.36,0.046,1.8,0.86,0.78,51,29,68,6,3,2,4,https://trulia.com/c/il//champaign/302-w-stanage-ave-champaign-il-61820--1002172716
1615 Hedge Rd,Champaign,IL,61821,$700,NA,146,Single-Family Home,NA,(217) 607-1645,3,3,1,1,2,1,3,0,0,0,10,4,6,4,2,5,40.133172,-88.274601,5,7593,3.14,10.3,39.1,1.52,36,1.7,460,0.32,0.048,4,0.31,0.083,57,55,58,7,13,8,10,https://trulia.com/c/il//champaign/1615-hedge-rd-champaign-il-61821--1012469376
1719 Westhaven Dr,Champaign,IL,61820,"$1,000",NA,149,Single-Family Home,"1,225",(217) 693-5676,3,3,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.095647,-88.252429,5,11542,3.14,10.4,39.1,1.04,36,1.5,170,0.39,0.043,1.2,0.49,0.17,29,21,31,2,2,4,10,https://trulia.com/c/il//champaign/1719-westhaven-dr-champaign-il-61820--1002100887
309 W Stanage Ave,Champaign,IL,61820,$950,NA,110,Single-Family Home,"1,282",(217) 356-8750,3,3,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.104917,-88.247754,5,26504,3.14,10.4,39.1,2.28,45,2.1,290,0.38,0.046,1.7,0.84,0.75,49,29,66,5,3,2,4,https://trulia.com/c/il//champaign/309-w-stanage-ave-champaign-il-61820--1043634122
308 1/2 E Clark St #1,Champaign,IL,61820,"$3,300",NA,140,Multi-Family Home,NA,(217) 356-8750,4,4,2,2,1,0,1,1,0,1,10,4,6,4,2,4,40.115452,-88.235194,5,34371,3.14,10.3,39,2.39,46,2.2,320,0.3,0.047,2.1,1.5,0.94,62,43,79,9,8,1,3,https://trulia.com/c/il//champaign/308-1-2-e-clark-st-1-champaign-il-61820--2337717295
112 N Neil St,Champaign,IL,"""61820""","$945 - $1,175",NA,77,Apartment,NA,(217) 352-1335,Studio,1,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.116831,-88.243467,5,28368,3.14,10.3,39.1,2.67,47,2.3,380,0.39,0.047,2.1,0.95,0.84,57,38,73,7,7,2,4,https://trulia.com/c/il//champaign/112-n-neil-street-112-n-neil-st-champaign-il-61820--2175204520
402 S 5th St,Champaign,IL,"""61820""","$1,380 - $1,760",NA,114,Apartment,NA,(734) 838-4431,4,4,2,2,1,0,1,1,0,1,10,5,6,4,2,4,40.113189,-88.232055,5,35691,3.14,10.3,39,2.32,46,2.2,280,0.27,0.047,2,1.6,1,62,43,81,10,8,1,2,https://trulia.com/c/il//champaign/4-bed-2-0-bath-946-sqft-1-380-402-s-5th-st-champaign-il-61820--1049741716
3 Hanover Ct #A,Champaign,IL,"""61821""","$1,150 - $2,130",NA,95,Apartment,NA,(217) 615-5219,2,3,1,1,4,1,4,0,0,0,0,NA,0,NA,0,NA,40.146395,-88.270560,5,4916,3.14,10.3,39,1.34,36,2,460,0.23,0.052,2.7,0.34,0.056,57,63,51,12,9,8,10,https://trulia.com/c/il//champaign/the-duplexes-3-hanover-ct-a-champaign-il-61821--2171637092
2326 W John St,Champaign,IL,"""61821""","$820 - $1,090",NA,180+,Apartment,NA,(217) 615-5106,2,3,1,1,4,1,2,1,0,2,10,4,6,4,2,5,40.109366,-88.284817,5,13070,3.14,10.3,39.2,1.31,36,1.5,260,0.37,0.042,1.5,0.19,0.038,36,37,34,4,5,8,13,https://trulia.com/c/il//champaign/victoria-point-2326-w-john-st-champaign-il-61821--1049742294
56 1/2 E Green St,Champaign,IL,61820,$725,NA,154,Single-Family Home,NA,(470) 865-5535,1,1,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.110271,-88.240041,5,30367,3.14,10.3,39.1,2.48,47,2.3,310,0.34,0.046,1.9,1.1,0.88,57,36,77,8,6,1,3,https://trulia.com/c/il//champaign/56-1-2-e-green-st-champaign-il-61820--1045080734
406 W Clark St,Champaign,IL,"""61820""",$675,NA,79,Apartment,NA,(217) 352-1335,1,1,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.115353,-88.249163,5,25488,3.14,10.3,39.1,2.54,46,2.3,410,0.45,0.046,2.1,0.85,0.78,51,33,67,6,5,2,5,https://trulia.com/c/il//champaign/406-w-clark-street-406-w-clark-st-champaign-il-61820--1004178215
502 S Mattis Ave,Champaign,IL,"""61821""",$695 - $825,NA,68,Apartment,NA,(217) 352-3410,2,3,1,1,4,1,3,1,0,1,10,5,6,4,2,5,40.111586,-88.276695,5,12565,3.14,10.3,39.2,1.44,36,1.6,310,0.51,0.043,1.9,0.25,0.059,33,34,32,4,4,8,13,https://trulia.com/c/il//champaign/502-s-mattis-avenue-502-s-mattis-ave-champaign-il-61821--1001631873
101 E Green St,Champaign,IL,"""61820""","$1,048 - $1,596",NA,81,Apartment,NA,(812) 645-2021,2,4,1,2,4,1,2,2,0,1,10,5,6,4,2,4,40.110209,-88.238340,5,31396,3.14,10.3,39,2.45,46,2.2,320,0.32,0.046,2,1.4,0.94,59,38,79,9,6,1,2,https://trulia.com/c/il//champaign/101-e-green-street-101-e-green-st-champaign-il-61820--1017535187
109 E John St,Champaign,IL,"""61820""","$1,497",NA,79,Apartment,NA,(760) 961-4951,3,3,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.108987,-88.237503,5,32148,3.14,10.3,39,2.41,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,38,80,9,6,1,2,https://trulia.com/c/il//champaign/3-bed-2-0-bath-1-497-109-e-john-st-champaign-il-61820--1011967661
58 1/2 E Green St,Champaign,IL,61820,"$2,880",NA,154,Single-Family Home,NA,(269) 841-5856,5,5,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.110272,-88.239981,5,30377,3.14,10.3,39.1,2.48,47,2.3,310,0.34,0.046,1.9,1.1,0.88,57,36,77,8,6,1,3,https://trulia.com/c/il//champaign/58-1-2-e-green-st-champaign-il-61820--1150636742
7095 W Church St #B,Champaign,IL,61820,$750,NA,70,Multi-Family Home,816,(217) 356-8750,2,2,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.118265,-88.250709,5,19039,3.14,10.3,39.1,2.23,43,2.1,500,0.53,0.047,2.3,0.72,0.59,48,37,59,5,6,3,6,https://trulia.com/c/il//champaign/7095-w-church-st-b-champaign-il-61820--2175692406
56 E Green St,Champaign,IL,61820,"$2,960",NA,154,Single-Family Home,NA,(507) 416-4882,5,5,3,3,4,1,2,2,0,1,10,4,6,4,2,4,40.110245,-88.239353,5,30464,3.14,10.3,39,2.48,47,2.3,320,0.33,0.046,2,1.2,0.89,58,37,78,8,6,1,3,https://trulia.com/c/il//champaign/56-e-green-st-champaign-il-61820--1104441614
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.141603,-88.270101,5,6982,3.14,10.3,39.1,1.47,36,1.9,410,0.27,0.05,3.8,0.34,0.071,61,65,58,10,14,8,10,https://trulia.com/c/il//champaign/1404-dobbins-dr-champaign-il-61821--1006600078
1727 Lincoln Pl,Champaign,IL,"""61821""",$655 - $745,NA,77,Apartment,NA,(217) 352-1335,2,2,1,1,4,1,3,1,0,1,10,5,6,4,2,4,40.094335,-88.264007,5,11861,3.14,10.4,39.1,0.899,35,1.4,56,0.33,0.041,0.95,0.25,0.044,19,19,19,2,2,6,17,https://trulia.com/c/il//champaign/1727-lincoln-road-1727-lincoln-pl-champaign-il-61821--1004321958
703 W Park Ave,Champaign,IL,"""61820""",$575,NA,83,Apartment,NA,(217) 615-5278,S,S,1,1,4,1,3,1,0,1,10,4,6,4,2,4,40.117241,-88.254671,5,15238,3.14,10.3,39.1,1.89,41,1.9,480,0.65,0.046,2.5,0.58,0.36,40,31,48,4,5,4,8,https://trulia.com/c/il//champaign/boutique-vintage-703-w-park-ave-champaign-il-61820--1004111666
605 S 1st St,Champaign,IL,61820,"$2,795",NA,154,Single-Family Home,NA,(641) 316-2599,5,5,2,2,4,1,2,2,0,1,10,4,6,4,2,4,40.110813,-88.238757,5,31218,3.14,10.3,39,2.46,46,2.3,320,0.32,0.046,2,1.3,0.93,58,38,78,9,6,1,2,https://trulia.com/c/il//champaign/605-s-1st-st-champaign-il-61820--1078216150
801 S 4th St,Champaign,IL,"""61820""","$1,075 - $1,230",NA,160,Apartment,NA,(501) 406-2160,2,2,1,1,2,0,1,1,0,5,10,5,6,4,2,4,40.108770,-88.233548,5,36218,3.14,10.3,39,2.21,45,2.1,250,0.27,0.046,1.8,1.6,0.94,61,41,81,11,6,1,2,https://trulia.com/c/il//champaign/sherwood-lodge-801-s-4th-st-champaign-il-61820--1002304388
701 Hollycrest Dr,Champaign,IL,"""61821""",$539 - $594,NA,67,Apartment,NA,(217) 615-5089,1,2,1,1,4,1,2,1,0,2,10,4,6,4,2,5,40.108893,-88.280048,5,13390,3.14,10.3,39.2,1.34,36,1.5,250,0.44,0.043,1.6,0.21,0.043,36,37,34,4,5,8,13,https://trulia.com/c/il//champaign/woodcrest-apartments-701-hollycrest-dr-champaign-il-61821--1049742191
406 E Green St,Champaign,IL,61820,$805,NA,180+,Single-Family Home,NA,(567) 206-4002,1,1,1,1,2,0,1,1,0,5,10,5,6,4,2,4,40.110316,-88.232750,5,35688,3.14,10.3,39,2.26,46,2.2,270,0.27,0.047,1.9,1.6,0.97,61,41,82,11,7,1,2,https://trulia.com/c/il//champaign/406-e-green-st-champaign-il-61820--1001925405
308 N State St,Champaign,IL,"""61820""",$745 - $835,NA,77,Apartment,NA,(217) 352-1335,1,1,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.119012,-88.246836,5,23383,3.14,10.3,39.1,2.59,46,2.3,480,0.42,0.047,2.2,0.88,0.82,55,39,70,7,7,3,5,https://trulia.com/c/il//champaign/308-n-state-street-308-n-state-st-champaign-il-61820--1004181060
713 W Church St #1,Champaign,IL,61820,$750,NA,70,Multi-Family Home,888,(217) 356-8750,2,2,1,1,4,1,3,1,0,1,10,4,6,4,2,4,40.118228,-88.255971,5,14134,3.14,10.3,39.1,1.79,40,1.9,490,0.68,0.046,2.5,0.54,0.25,37,31,44,3,5,5,9,https://trulia.com/c/il//champaign/713-w-church-st-1-champaign-il-61820--2171838387
308 N Prairie St,Champaign,IL,"""61820""",$625 - $950,NA,149,Apartment,NA,(217) 352-1335,Studio,2,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.118921,-88.248506,5,21200,3.14,10.3,39.1,2.45,45,2.2,490,0.47,0.047,2.2,0.82,0.73,52,39,65,6,6,3,5,https://trulia.com/c/il//champaign/308-n-prairie-street-308-n-prairie-st-champaign-il-61820--1004178353
309 W Hill St,Champaign,IL,"""61820""",$820 - $895,NA,79,Apartment,NA,(217) 352-1335,1,2,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.119215,-88.247984,5,21679,3.14,10.3,39.1,2.49,45,2.2,490,0.46,0.047,2.2,0.84,0.77,53,40,66,7,6,3,5,https://trulia.com/c/il//champaign/309-w-hill-street-309-w-hill-st-champaign-il-61820--1004181013
303 E White St #1,Champaign,IL,61820,$575,NA,126,Multi-Family Home,480,(217) 356-8750,1,1,1,1,2,0,1,1,0,5,10,4,6,4,2,4,40.114407,-88.234934,5,34072,3.14,10.3,39,2.39,46,2.2,310,0.3,0.047,2.1,1.6,0.98,61,42,80,9,7,1,3,https://trulia.com/c/il//champaign/303-e-white-st-1-champaign-il-61820--2171845305
58 E Green St,Champaign,IL,61820,"$2,590",NA,154,Single-Family Home,NA,(814) 798-0191,5,5,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.110245,-88.239191,5,30514,3.14,10.3,39,2.47,47,2.3,320,0.33,0.046,2,1.2,0.89,58,37,78,8,6,1,3,https://trulia.com/c/il//champaign/58-e-green-st-champaign-il-61820--1078143844
303 E Clark St,Champaign,IL,"""61820""",$510 - $535,NA,26,Apartment,NA,(217) 359-6400,1,1,1,1,2,0,1,1,0,5,10,4,6,4,2,4,40.115350,-88.234821,5,34481,3.14,10.3,39,2.39,46,2.2,320,0.29,0.047,2.1,1.6,0.96,62,43,79,9,8,1,3,https://trulia.com/c/il//champaign/303-e-clark-street-303-e-clark-st-champaign-il-61820--1004215494
205 E Healey St,Champaign,IL,"""61820""",$505 - $630,NA,26,Apartment,NA,(217) 359-6400,1,1,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.111431,-88.236271,5,34430,3.14,10.3,39,2.36,46,2.2,300,0.3,0.047,2,1.5,0.94,60,40,79,9,6,1,2,https://trulia.com/c/il//champaign/205-e-healey-street-205-e-healey-st-champaign-il-61820--1004215487
107 E Daniel St,Champaign,IL,"""61820""","$1,840 - $1,890",NA,166,Apartment,NA,(317) 961-8004,4,4,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.107920,-88.237723,5,31719,3.14,10.3,39,2.4,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,37,80,9,6,1,2,https://trulia.com/c/il//champaign/the-palladium-107-e-daniel-st-champaign-il-61820--1001857442
2508 Myers Ct #B,Champaign,IL,61822,$845,NA,84,Multi-Family Home,NA,(217) 359-6400,2,2,1,1,4,1,3,1,0,1,10,5,6,4,2,4,40.080880,-88.276965,5,8798,3.14,10.3,39.2,0.699,32,1.2,68,0.079,0.039,0.48,0.17,0.004,17,20,13,2,2,5,17,https://trulia.com/c/il//champaign/2508-myers-ct-b-champaign-il-61822--2343764014
607 S 1st St,Champaign,IL,61820,"$1,885",NA,154,Single-Family Home,NA,(517) 649-5297,3,3,2,2,4,1,2,2,0,1,10,4,6,4,2,4,40.110632,-88.238757,5,31019,3.14,10.3,39,2.46,46,2.3,330,0.32,0.046,2,1.3,0.92,58,38,78,9,6,1,2,https://trulia.com/c/il//champaign/607-s-1st-st-champaign-il-61820--1078227212
810 S Oak St #33,Champaign,IL,61820,$900,NA,132,Multi-Family Home,950,(217) 356-8750,2,2,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.108239,-88.241576,5,27894,3.14,10.3,39.1,2.54,47,2.3,330,0.34,0.046,1.9,0.96,0.84,55,34,76,8,5,1,3,https://trulia.com/c/il//champaign/810-s-oak-st-33-champaign-il-61820--2338082418
1010 S 1st St,Champaign,IL,"""61820""",$645 - $795,NA,97,Apartment,NA,(217) 615-5060,1,2,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.105953,-88.238636,5,29757,3.14,10.3,39,2.44,47,2.2,280,0.29,0.046,1.8,1.2,0.89,58,36,79,9,5,1,2,https://trulia.com/c/il//champaign/1010-s-first-1010-s-1st-st-champaign-il-61820--1004111588
207 E Clark St #2,Champaign,IL,61820,$750,NA,133,Multi-Family Home,752,(217) 356-8750,2,2,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.115338,-88.236351,5,33317,3.14,10.3,39,2.42,46,2.2,320,0.31,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/207-e-clark-st-2-champaign-il-61820--2284055328
309 E Healey St,Champaign,IL,61820,$790,NA,64,Multi-Family Home,575,(309) 212-6165,2,2,1,1,2,0,1,1,0,5,10,5,6,4,2,4,40.111452,-88.234344,5,34780,3.14,10.3,39,2.34,46,2.2,290,0.29,0.047,2,1.6,0.97,61,41,81,10,7,1,2,https://trulia.com/c/il//champaign/309-e-healey-st-champaign-il-61820--1024776918
801 W Bradley Ave #5,Champaign,IL,61820,$590,NA,54,Multi-Family Home,560,(217) 377-8850,NA,NA,NA,NA,4,1,4,0,0,0,10,4,6,4,2,4,40.127152,-88.255151,5,12320,3.14,10.3,39.1,1.9,39,1.9,540,0.59,0.048,3.2,0.55,0.21,50,46,54,6,9,6,9,https://trulia.com/c/il//champaign/801-w-bradley-ave-5-champaign-il-61820--2344845105
